start,end,Progress,duration_sec,Finished,recorded_date,Response_ID,subfield,graduate_yrs,postdoc_yrs,career_teaching,career_R2_R3,career_R1,career_govt,career_industry_datascience,career_communication,career_NGO,career_unsure,publish_before_grad,firstauthor_pubs,coauthor_pubs,pub_wo_PI,lab_feedback,lab_feedback_helped,lab_collab,How is your advisor/PI involved in your writing? (Check all that apply),PI_revisions,hrs_wk_writing,writing_tracking,plan_writing,where_write,Where do you usually write (pre-COVID)? (Check all that apply) - Other (please specify) - Text,writing_tracking,writing_tracking_other,writing_support_group,no_writing_support_group,type_writing_support_group,How did your perspective on writing change through participating in a writing group?,Goal setting,Giving and/or receiving reviews,Collaboration,Camaraderie,Technical writing skills,Less difficulty starting a writing project,Time management,"Overcoming ""perfectionism paralysis""",Overcoming writing anxiety,Overcoming imposter syndrome,Writing quality,Writing output,What are some of the challenges you face with writing (pre-COVID-19)? (Check all that apply),COVID_impact_writing,Has the pandemic impacted the amount of time you have for writing?,Has the pandemic affected your writing productivity?,Has the pandemic impacted your motivation to write?,Has the pandemic affected your participation in writing support groups?,science_writing_open,writing_word,review_open,review_word,US_Canadian_training,gender_identity,first_language_english,first_language_text,first_gen,BIPOC,condition,open_answer,gift_card
4/7/21 11:17,4/7/21 11:48,100,1829,TRUE,4/7/21 11:48,R_3kuJ9ncvtcd57us,Mammalogy,4,,,,,10,5,,8,,No,,,No,No,,No,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments,Revising with minor comments",5+,12,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,"Home (off-campus residence or dormitory),University provided office or lab space",,"Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,"Peer group,Writing retreats, study halls, etc.",Neutral/no change,Improved,No Change,No Change,Improved,No Change,No Change,Improved,Improved,Improved,No Change,Improved,Improved,"I find it difficult to start a new writing project,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am less motivated to write,Neutral/no change,Slow,negative,N/A,neutral,Yes,Female,Yes,,No,No,No,,Yes
4/5/21 12:02,4/5/21 12:06,100,236,TRUE,4/5/21 12:06,R_1laamo5Se6yUkuR,Ecology,3,,1,4,10,10,3,8,7,,No,,,No,No,,No,Revising with many suggestions and comments,5-Mar,3,I do not track or schedule my writing time,0,"University provided office or lab space,Coffee shops/restaurants",,I do not track my writing progress,,No,"I could not find a group to join,I did not know writing support groups existed",,,,,,,,,,,,,,,"My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am much less productive,I am much less motivated to write,,Frustrating,negative,NA,neutral,Yes,Female,Yes,,No,Yes,No,,Yes
4/5/21 16:33,4/5/21 16:41,100,533,TRUE,4/5/21 16:41,R_3RelWe8swG1mWG7,Ecology,1,,6,9,10,5,0,8,5,,No,,,No,Yes,The feedback has not helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",3-Jan,3,I do not track or schedule my writing time,0,Home (off-campus residence or dormitory),,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations",No,,,,,slow,negative,NA,neutral,Yes,Female,Yes,,No,No,No,,Yes
3/29/21 11:50,3/29/21 11:59,100,582,TRUE,3/29/21 11:59,R_3nBnsVFQJh5lqhL,Ecology and Evolution,6,,3,8,10,5,5,3,3,,Yes,6,3,No,Yes,The feedback has helped,Yes,"Revising with many suggestions and comments,Revising with minor comments",3-Jan,4,"I set aside specific days each week,I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",1,"Home (off-campus residence or dormitory),On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries",,"Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,Peer group,Neutral/no change,Improved,Improved,No Change,Improved,Improved,Improved,Improved,No Change,Improved,Improved,Improved,Improved,"I have trouble fitting writing into my schedule,I have too many other obligations",Yes,I have less time for writing,I am less productive,I am less motivated to write,I participate less,art,positive,necessary,neutral,Yes,Female,No,,No,Yes,No,,Yes
3/15/21 9:04,3/15/21 9:18,100,840,TRUE,3/15/21 9:18,R_qPin5ECnuu01nEJ,Aquatic Ecology and Conservation,6,,0,10,10,10,0,0,NA,NA,Yes,6,3,No,No,,No,Revising with many suggestions and comments,5+,10,"I set aside specific days each week,I set aside large blocks of time (e.g., during weekends or breaks),I do not track or schedule my writing time",1,"University provided office or lab space,Coffee shops/restaurants",,"I do not track my writing progress,Other (please specify)",I establish weekly goals/to-dos either on whiteboard in my university office or in my head,Yes,,"Formal writing course,Peer group",Neutral/no change,No Change,Improved,Improved,No Change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,No Change,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,I do not receive adequate feedback on my writing,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am less productive,I am much less motivated to write,Neutral/no change,dread,negative,necessary,neutral,Yes,Female,Yes,,Yes,No,No,"I have worked with three different PIs at this point, each with different writing styles and approaches to commenting/criticism and so much of my motivation/productivity to write has come from PIs that are encouraging.",No
4/5/21 11:27,4/5/21 11:32,100,253,TRUE,4/5/21 11:32,R_2Qf8IlF1HBPyb70,ecology,2,,9,7,10,8,8,8,6,,Yes,0,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5+,3,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space",,Checking in with advisor or mentor,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,I get easily distracted whenever I try to write,Yes,I have more time for writing,I am less productive,I am less motivated to write,Neutral/no change,exhausting,negative,necessary,neutral,Yes,Male,Yes,,No,Yes,No,,No
4/8/21 9:27,4/8/21 9:50,100,1381,TRUE,4/8/21 9:50,R_3pihWZpahcA1NUg,evolutionary biology,9,,3,1,2,4,6,5,7,8,No,,6,No,No,,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",5-Mar,5,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside specific days each week,I do not track or schedule my writing time",1,"University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries,Coffee shops/restaurants",,"Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,"Formal writing course,Formal writing workshop,Peer group,Writing retreats, study halls, etc.",I like writing more,No Change,Improved,,,Improved,No Change,No Change,Improved,Improved,No Change,Improved,No Change,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am much less productive,I am much less motivated to write,I participate more,intimidating,negative,necessary,neutral,Yes,Female,No,,Yes,No,Yes,,Yes
4/28/21 10:28,4/28/21 10:35,100,421,TRUE,4/28/21 10:35,R_3EcZKpmp8Id4gHD,ecology,13,0,9,7,2,6,3,8,6,,No,,1,No,Yes,The feedback has helped,No,Revising with minor comments,5-Mar,,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,University or public libraries,Coffee shops/restaurants",,"Physical notebook,Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,Peer group,Neutral/no change,Improved,,,Improved,,Improved,Improved,Improved,Improved,No Change,No Change,Improved,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,Neutral/no change,,long,negative,necessary,positive,Yes,Female,Yes,,No,,No,writing buddies are the only way I could finish my dissertation,Yes
3/23/21 6:34,3/23/21 6:41,100,465,TRUE,3/23/21 6:41,R_3ikzfU0iMG8PRvc,Ecology/Evolution,7,,7,7,5,6,3,2,8,0,Yes,7,4,Yes,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with minor comments",3-Jan,10,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries",,"Electronic spreadsheets,Physical notebook",,No,"I had no interest in joining a writing group,I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations",No,,,,,necessary,neutral,necessary,neutral,Yes,Non-binary/third gender/other,Yes,,Yes,,Yes,,No
4/13/21 7:15,4/13/21 7:22,100,388,TRUE,4/13/21 7:22,R_25t4Cd8wHJmLv0a,Plant Pathology,7,1,8,10,9,2,7,3,6,,Yes,4,4,No,No,,No,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments,Revising with minor comments",5-Mar,6,I do not track or schedule my writing time,0,Coffee shops/restaurants,,Checking in with advisor or mentor,,Yes,,Formal writing course,I like writing more,Improved,Improved,Improved,Improved,Improved,Improved,Improved,Improved,Improved,Improved,Improved,Improved,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am much less productive,I am much less motivated to write,I participate much less,overwhelming,negative,necessary,neutral,Yes,Female,No,,No,Yes,No,,Yes
4/5/21 13:34,4/5/21 13:42,100,447,TRUE,4/5/21 13:42,R_12EnlsV9fWKrche,Animal Behavior,6,0,10,6,1,0,0,3,3,,No,0,2,No,Yes,The feedback has helped,No,"Planning (generating ideas),Revising with many suggestions and comments",5+,20,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside specific days each week,I set aside large blocks of time (e.g., during weekends or breaks)",1,"Home (off-campus residence or dormitory),University provided office or lab space",,Checking in with advisor or mentor,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I get easily distracted whenever I try to write",No,,,,,tedious,negative,necessary,neutral,Yes,Male,Yes,,No,No,No,"My perfectionism does NOT get in the way of my writing, but my advisor's perfectionism does.",Yes
4/5/21 14:54,4/5/21 14:58,100,236,TRUE,4/5/21 14:58,R_1kFkDPxLUEZd1N6,Entomology,1,,6,6,7,10,9,9,8,,No,0,0,No,No,,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",3-Jan,6,"I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space,University or public libraries",,Checking in with advisor or mentor,,No,"I could not find a group to join,I had no interest in joining a writing group,I did not know writing support groups existed",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have too many other obligations,My perfectionism with writing hinders my progress",Yes,I have more time for writing,I am much less productive,I am less motivated to write,,time-consuming,negative,necessary,neutral,Yes,Male,Yes,,No,No,No,,Yes
4/7/21 15:33,4/7/21 15:40,100,395,TRUE,4/7/21 15:40,R_25RtDwXB3fpNCNb,ornithology ,3,,7,8,10,8,7,7,5,,No,0,,No,No,,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5+,4,I set aside specific days each week,1,Home (off-campus residence or dormitory),,I do not track my writing progress,,No,"I had no interest in joining a writing group,I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress",No,,,,,dull,negative,necessary ,neutral,Yes,Female,Yes,,No,No,No,,Yes
4/12/21 13:36,4/12/21 13:50,100,837,TRUE,4/12/21 13:50,R_1GUNhWxTGFvDcRO,Ecology,2,,5,5,3,7,8,8,8,9,Yes,1,,No,Yes,The feedback has helped,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",5+,10,I set aside large blocks of time before deadlines,0,"Home (off-campus residence or dormitory),University provided office or lab space",,Checking in with advisor or mentor,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am much less productive,I am much less motivated to write,,difficult,negative,necessary evil ,negative,Yes,Female,Yes,,No,No,No,,Yes
4/16/21 8:57,4/19/21 6:52,100,251644,TRUE,4/19/21 6:52,R_2YDKqOhHWatdFtL,Molecular Biology,2,,1,3,10,7,9,2,3,,No,,,No,Yes,The feedback has helped,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",3-Jan,,I set aside large blocks of time before deadlines,0,University provided office or lab space,,Checking in with advisor or mentor,,No,"I had no interest in joining a writing group,I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have too many other obligations,I get easily distracted whenever I try to write",No,,,,,Tedious,negative,Needed,neutral,Yes,Male,Yes,,No,No,No,,Yes
4/7/21 15:11,4/7/21 15:15,100,243,TRUE,4/7/21 15:15,R_23VtIHSWO1X2xXH,Evolutionary Biology,8,,7,7,10,9,3,3,9,,Yes,12,3,Yes,Yes,The feedback has helped,Yes,"Revising with many suggestions and comments,Revising with minor comments",5-Mar,3,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,University or public libraries,Coffee shops/restaurants",,I do not track my writing progress,,Yes,,Peer group,Neutral/no change,,,,Improved,,Improved,,,,,,Improved,I have too many other obligations,Yes,I have more time for writing,I am much less productive,I am less motivated to write,I participate less,Reflective,positive,Negative,negative,Yes,Female,Yes,,No,No,No,,Yes
4/7/21 15:30,4/7/21 15:36,100,363,TRUE,4/7/21 15:36,R_1IzoIalsyPl56Oy,evolutionary biology,2,,3,6,6,7,8,4,6,10,Yes,,1,No,Yes,The feedback has helped,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5-Mar,0,"I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,"Physical notebook,Checking in with advisor or mentor,I do not track my writing progress",,No,"I could not find a group to join,I had no interest in joining a writing group",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am less motivated to write,I participate less,dreaded,negative,nerve-racking,negative,Yes,Female,Yes,,No,No,No,,Yes
